"Id","Title","Release_date","imdb_rating"
"25606","White Collar Blues","1975-03-27",""
"831223","Gone Mom: The Disappearance of Jennifer Dulos","2021-06-05",""
"323272","War Room","2015-08-28",""
"50759","An Autumn Afternoon","1962-11-18",""
"393559","My Life as a Zucchini","2016-09-22",""
"11953","Kagemusha","1980-04-26",""
"10191","How to Train Your Dragon","2010-03-18","8.1/10"
"502","Fail Safe","1964-10-07",""
"423612","Never Look Away","2018-10-03",""
"419478","Midnight Sun","2018-03-22",""
"1280","3-Iron","2004-10-15",""
"609242","The Heist of the Century","2020-01-16",""
"762","Monty Python and the Holy Grail","1975-05-25",""
"869626","Marcel the Shell with Shoes On","2022-06-24",""
"841755","Mortal Kombat Legends: Battle of the Realms","2021-08-31",""
"11656","The Virgin Spring","1960-02-08",""
"142","Brokeback Mountain","2005-09-10",""
"107","Snatch","2000-09-01",""
"438631","Dune","2021-09-15",""
"375794","No Manches Frida","2016-09-02",""
"1626","Vivre Sa Vie","1962-09-20",""
"31056","A Short Film About Love","1988-08-21",""
"29452","The Face of Another","1966-07-15",""
"49797","I Saw the Devil","2010-08-12",""
"5961","Fanny and Alexander","1982-12-17",""
"2062","Ratatouille","2007-06-28",""
"262","The King of Comedy","1982-12-18",""
"766507","Prey","2022-08-02",""
"29458","One Hundred Steps","2000-09-01",""
"11697","The Man Who Shot Liberty Valance","1962-04-15",""
"13042","Presto","2008-06-27",""
"5991","The Last Laugh","1924-12-23",""
"144","Wings of Desire","1987-05-17",""
"4977","Paprika","2006-10-01",""
"143","All Quiet on the Western Front","1930-04-29",""
"40662","Batman: Under the Red Hood","2010-07-27",""
"5544","Hiroshima Mon Amour","1959-06-10",""
"126319","Ernest & Celestine","2012-12-12",""
"52345","Lisbela and the Prisoner","2003-08-22",""
"10757","Kabhi Khushi Kabhie Gham","2001-12-14",""
"10193","Toy Story 3","2010-06-16",""
"396","Who's Afraid of Virginia Woolf?","1966-06-22",""
"29845","A Woman Under the Influence","1974-09-19",""
"5000","Forbidden Games","1952-05-09",""
"843241","The Seven Deadly Sins: Cursed by Light","2021-07-02",""
"13855","The Chaser","2008-02-14",""
"11621","Porco Rosso","1992-07-18",""
"1366","Rocky","1976-11-21",""
"553","Dogville","2003-05-19",""
"554590","Tod@s Caen","2019-08-30",""
"17483","Shelter","2007-06-16",""
"32916","Scooby-Doo! Abracadabra-Doo","2010-02-16",""
"149870","The Wind Rises","2013-07-20",""
"27064","Mishima: A Life in Four Chapters","1985-05-15",""
"2118","L.A. Confidential","1997-09-19",""
"141","Donnie Darko","2001-10-24",""
"22","Pirates of the Caribbean: The Curse of the Black Pearl","2003-07-09",""
"22683","Gifted Hands: The Ben Carson Story","2009-02-07",""
"602063","Rurouni Kenshin: The Final","2021-04-23",""
"20126","Deep Red","1975-03-07",""
"14069","The Girl Who Leapt Through Time","2006-07-15",""
"352173","Drishyam","2015-07-30",""
"9421","The Dinner Game","1998-04-15",""
"84892","The Perks of Being a Wallflower","2012-09-20",""
"303","Notorious","1946-08-21",""
"851","Brief Encounter","1945-11-24",""
"486589","Red Shoes and the Seven Dwarfs","2019-07-25",""
"336804","Mustang","2015-06-17",""
"277216","Straight Outta Compton","2015-08-11",""
"14282","Ninja Scroll","1993-06-05",""
"49026","The Dark Knight Rises","2012-07-16",""
"10315","Fantastic Mr. Fox","2009-10-23",""
"656563","Rich in Love","2020-04-30",""
"1480","Touch of Evil","1958-03-30",""
"980","The Ox-Bow Incident","1943-03-11",""
"49687","Marriage Italian Style","1964-12-18",""
"15916","Angel's Egg","1985-12-22",""
"10227","PlayTime","1967-12-16",""
"724495","The Woman King","2022-09-16",""
"169813","Short Term 12","2013-08-23",""
"506574","Descendants 3","2019-08-02",""
"27040","Meshes of the Afternoon","1943-01-01",""
"696","Manhattan","1979-04-25",""
"428493","God's Own Country","2017-09-01",""
"337960","Holding the Man","2015-08-27",""
"582927","I'm No Longer Here","2019-10-21",""
"27670","Nothing Left to Do but Cry","1984-12-20",""
"703","Annie Hall","1977-04-19",""
"117","The Untouchables","1987-06-03",""
"581528","The Gangster, the Cop, the Devil","2019-05-15",""
"166428","How to Train Your Dragon: The Hidden World","2019-01-03","7.4/10"
"12444","Harry Potter and the Deathly Hallows: Part 1","2010-10-06",""
"873","The Color Purple","1985-12-18",""
"539517","Constantine: City of Demons - The Movie","2018-10-04",""
"12496","The Twilight Samurai","2002-11-02",""
"562","Die Hard","1988-07-15",""
"49046","All Quiet on the Western Front","2022-10-07",""
"587","Big Fish","2003-12-25",""
"380","Rain Man","1988-12-11",""
"498249","Bad Seeds","2018-11-21",""
"756999","The Black Phone","2022-06-22",""
"16237","Teen Titans: Trouble in Tokyo","2006-09-15",""
"2108","The Breakfast Club","1985-02-15",""
"925","Do the Right Thing","1989-06-14",""
"435366","Fabricated City","2017-02-09",""
"396535","Train to Busan","2016-07-20",""
"1908","Inherit the Wind","1960-07-07",""
"492188","Marriage Story","2019-09-28",""
"86837","Amour","2012-09-20",""
"18079","Nine Queens","2000-08-31",""
"9475","Scent of a Woman","1992-12-23",""
"576920","Silver Skates","2020-12-10",""
"61979","Three Steps Above Heaven","2010-12-03",""
"963","The Maltese Falcon","1941-10-18",""
"713776","If Anything Happens I Love You","2020-03-07",""
"11005","Awakenings","1990-12-04",""
"3114","The Searchers","1956-05-07",""
"1700","Misery","1990-11-30",""
"583","Life of Brian","1979-08-17",""
"1417","Pan's Labyrinth","2006-10-10",""
"6844","The Ten Commandments","1956-10-05",""
"4495","The Spirit of the Beehive","1973-10-08",""
"165","Back to the Future Part II","1989-11-22",""
"965150","Aftersun","2022-10-21",""
"374473","I, Daniel Blake","2016-10-21",""
"317442","The Last: Naruto the Movie","2014-12-06",""
"614917","King Richard","2021-11-18",""
"382591","Two Is a Family","2016-12-07",""
"357786","Kizumonogatari Part 1: Tekketsu","2016-01-08",""
"322","Mystic River","2003-02-20",""
"269149","Zootopia","2016-02-11",""
"877703","Teen Wolf: The Movie","2023-01-18",""
"359784","Maudie","2016-06-16",""
"28162","A Matter of Life and Death","1946-12-15",""
"597922","The Greatest Beer Run Ever","2022-09-30",""
"508439","Onward","2020-02-29",""
"273248","The Hateful Eight","2015-12-25",""
"14756","Ip Man","2008-12-12",""
"10229","A Walk to Remember","2002-01-25",""
"525","The Blues Brothers","1980-06-16",""
"502033","Sound of Metal","2020-11-20","7.7/10"
"317182","Doctor Who: Last Christmas","2014-12-25",""
"123025","Batman: The Dark Knight Returns, Part 1","2012-08-21",""
"81401","The Turin Horse","2011-02-15",""
"903","Cool Hand Luke","1967-06-22",""
"792","Platoon","1986-12-19",""
"531","The Wrong Trousers","1993-12-17",""
"234200","Pride","2014-09-12",""
"11220","Fallen Angels","1995-09-06",""
"177572","Big Hero 6","2014-10-24",""
"1027014","Entergalactic","2022-09-28",""
"45269","The King's Speech","2010-11-26",""
"28571","The Heiress","1949-10-06",""
"556984","The Trial of the Chicago 7","2020-09-25",""
"393729","Divines","2016-08-31",""
"16761","An Egg-celent movie","2006-04-21",""
"12429","Ponyo","2008-07-19",""
"12405","Slumdog Millionaire","2008-11-12",""
"446159","Bacurau","2019-08-29",""
"30018","Mother","2009-05-28",""
"22504","The King and the Mockingbird","1980-03-19",""
"11902","Underground","1995-04-11",""
"404","The Straight Story","1999-10-15",""
"216","Ali: Fear Eats the Soul","1974-06-05",""
"451945","BPM (Beats per Minute)","2017-08-23",""
"203217","My Mom Is a Character","2013-06-21",""
"10020","Beauty and the Beast","1991-10-22",""
"990","The Hustler","1961-09-25",""
"709629","War of Likes","2021-03-12",""
"508933","Ricky Gervais: Humanity","2018-03-13",""
"282758","Doctor Who: The Runaway Bride","2006-12-25",""
"583083","The Kissing Booth 2","2020-07-24",""
"16052","Selena","1997-03-21",""
"40619","Day & Night","2010-06-17",""
"25050","Still Walking","2008-06-28",""
"9800","Philadelphia","1993-12-22",""
"334","Magnolia","1999-12-10",""
"72660","I Don't Want to Go Back Alone","2010-07-18",""
"28145","They Shoot Horses, Don't They?","1969-12-10",""
"573699","White Snake","2019-01-11",""
"309","The Celebration","1998-06-19",""
"33602","Temple Grandin","2010-02-06",""
"24160","My Friends Act II","1982-12-22",""
"13002","Barbie in The 12 Dancing Princesses","2006-09-19",""
"12491","Accattone","1961-09-25",""
"632","Stalag 17","1953-05-29",""
"336","Duck, You Sucker","1971-10-20",""
"30959","Kwaidan","1964-12-29",""
"672","Harry Potter and the Chamber of Secrets","2002-11-13",""
"537116","tick, tick... BOOM!","2021-11-11",""
"76600","Avatar: The Way of Water","2022-12-14",""
"244063","Boys","2014-01-08",""
"653","Nosferatu","1922-02-16",""
"759054","Rise","2022-06-23",""
"626872","Emergency Declaration","2022-08-03",""
"9552","The Exorcist","1973-12-26",""
"808","Shrek","2001-05-18",""
"221732","Rurouni Kenshin Part III: The Legend Ends","2014-09-13",""
"15265","The Red Balloon","1956-08-24",""
"13929","Geri's Game","1997-11-24",""
"616584","K-12","2019-09-05",""
"575452","The Traitor","2019-05-23",""
"413594","Sword Art Online: The Movie ? Ordinal Scale","2017-02-18",""
"162","Edward Scissorhands","1990-12-05",""
"367735","John Mulaney: The Comeback Kid","2015-11-13",""
"20123","Time of the Gypsies","1988-12-21",""
"453191","The Big Bad Fox and Other Tales","2017-06-21",""
"414906","The Batman","2022-03-01",""
"5528","The Chorus","2004-03-17",""
"205","Hotel Rwanda","2004-03-04",""
"499","Cl?o from 5 to 7","1962-04-11",""
"15121","The Sound of Music","1965-03-29",""
"96721","Rush","2013-09-02","6.7/10"
"24428","The Avengers","2012-04-25","8.3/10"
"297222","PK","2014-12-18",""
"48831","My Night at Maud's","1969-06-04",""
"211954","Instructions Not Included","2013-07-20",""
"167581","Free Fall","2013-05-27",""
"137182","The Broken Circle Breakdown","2012-10-09",""
"288","High Noon","1952-06-09",""
"19026","Azur & Asmar: The Princes' Quest","2006-05-21",""
"9806","The Incredibles","2004-10-27",""
"845","Strangers on a Train","1951-06-27",""
"730840","Trollhunters: Rise of the Titans","2021-07-21",""
"242582","Nightcrawler","2014-10-23",""
"993","Sleuth","1972-12-10",""
"439058","Hey Arnold! The Jungle Movie","2017-11-23",""
"20139","The Children's Hour","1961-12-19",""
"2433","The Young Girls of Rochefort","1967-03-08",""
"444705","Dave Chappelle: The Age of Spin","2017-03-21",""
"8416","The Conformist","1971-01-29",""
"767","Harry Potter and the Half-Blood Prince","2009-07-07",""
"342470","All the Bright Places","2020-02-28",""
"795514","The Fallout","2021-03-17",""
"22137","The Kingdom","1994-11-23",""
"9023","Spirit: Stallion of the Cimarron","2002-05-24",""
"3763","Onibaba","1964-11-21",""
"272","Batman Begins","2005-06-10",""
"13151","Scooby-Doo on Zombie Island","1998-09-22",""
"11482","The Tenant","1976-05-26",""
"4808","Charade","1963-12-05",""
"581577","Persian Lessons","2020-04-17",""
"11972","Don Camillo","1952-03-28",""
"11787","Harvey","1950-12-04",""
"1040","The Leopard","1963-03-28",""
"688","The Bridges of Madison County","1995-05-28",""
"108","Three Colors: Blue","1993-08-01",""
"567410","System Crasher","2019-09-19",""
"83666","Moonrise Kingdom","2012-05-16",""
"28276","Good Morning","1959-05-12",""
"261","Cat on a Hot Tin Roof","1958-08-29",""
"672322","Rurouni Kenshin: The Beginning","2021-06-04",""
"399566","Godzilla vs. Kong","2021-03-24",""
"128246","A Werewolf Boy","2012-10-31",""
"15794","White Heat","1949-09-02",""
"14811","Fiddler on the Roof","1971-11-03",""
"371645","Hunt for the Wilderpeople","2016-03-31",""
"164","Breakfast at Tiffany's","1961-10-06",""
"10633","In the Heat of the Night","1967-08-02",""
"1633","Fried Green Tomatoes","1991-12-27",""
"675","Harry Potter and the Order of the Phoenix","2007-06-28",""
"527776","Overcomer","2019-08-22",""
"522627","The Gentlemen","2020-01-01",""
"471707","Corpus Christi","2019-09-10",""
"68","Brazil","1985-02-20",""
"11898","Kind Hearts and Coronets","1949-06-21",""
"11299","Cowboy Bebop: The Movie","2001-09-01",""
"49992","Lucky and Zorba","1998-12-22",""
"247","The Killing","1956-06-06",""
"12516","Dreams","1990-05-11",""
"899405","Anonymously Yours","2021-12-10",""
"110160","Laurence Anyways","2012-05-18",""
"51608","The Man from Nowhere","2010-08-04",""
"14580","The Big Heat","1953-10-14",""
"22881","The Blind Side","2009-11-20",""
"1904","Memoirs of a Geisha","2005-12-06",""
"25858","Drunken Angel","1948-04-27",""
"16306","Fantastic Planet","1973-12-01",""
"995","Stagecoach","1939-03-03",""
"4480","Jean de Florette","1986-08-27",""
"580175","Another Round","2020-09-24",""
"100402","Captain America: The Winter Soldier","2014-03-20",""
"13187","A Charlie Brown Christmas","1965-12-09",""
"8832","Il Divo","2008-05-28",""
"1632","Mississippi Burning","1988-12-08",""
"1075","Black Cat, White Cat","1998-06-01",""
"891","All the President's Men","1976-01-18",""
"24657","The Sacrifice","1986-05-09",""
"5910","Fireworks","1997-10-30",""
"1587","What's Eating Gilbert Grape","1993-12-17",""
"587272","Father There Is Only One","2019-08-02",""
"810171","The Valet","2022-05-11",""
"286217","The Martian","2015-09-30",""
"11474","The Warriors","1979-02-09",""
"773","Little Miss Sunshine","2006-07-26",""
"629542","The Bad Guys","2022-03-17",""
"26371","Maurice","1987-08-21",""
"702","A Streetcar Named Desire","1951-09-18",""
"238628","Tangerines","2013-10-16",""
"23832","For Love and Gold","1966-04-07",""
"8016","Germany, Year Zero","1948-12-01",""
"637649","Wrath of Man","2021-04-22",""
"265169","Winter Sleep","2014-06-13",""
"4497","Viridiana","1961-05-17",""
"51822","Love Hurts","2002-11-08",""
"12548","I Vitelloni","1953-09-17",""
"426426","Roma","2018-08-25",""
"82702","How to Train Your Dragon 2","2014-06-05",""
"28580","The Lost Weekend","1945-11-29",""
"25188","The Last Picture Show","1971-10-03",""
"431693","Spies in Disguise","2019-12-04",""
"44214","Black Swan","2010-12-03",""
"369299","Don't Blame the Kid","2016-05-13",""
"50531","Ask Me If I Am Happy","2000-12-15",""
"12219","12 Angry Men","1997-08-17","7.8/10"
"99","All About My Mother","1999-04-16",""
"589739","Hair Love","2019-08-14",""
"17835","Threads","1984-09-23",""
"15251","Eddie Murphy: Delirious","1983-10-15",""
"401698","Hidden Kisses","2016-02-04",""
"320007","Victoria","2015-06-11",""
"227932","My Mom is a Character 2","2016-12-22",""
"14813","Mickey's Christmas Carol","1983-10-19",""
"2493","The Princess Bride","1987-09-25",""
"981","The Philadelphia Story","1940-12-05",""
"1939","Laura","1944-10-11",""
"466282","To All the Boys I've Loved Before","2018-08-16",""
"592807","Papicha","2019-09-21",""
"37247","The Graduate","1967-12-21",""
"8358","Cast Away","2000-12-22",""
"513434","One Cut of the Dead","2017-11-04",""
"336808","Embrace of the Serpent","2015-05-25",""
"10835","The Killer","1989-07-06",""
"4347","Atonement","2007-09-07",""
"234567","Get a Horse!","2013-11-27",""
"9343","Fitzcarraldo","1982-03-02",""
"3309","Mildred Pierce","1945-10-20",""
"578","Jaws","1975-06-20",""
"514439","Breakthrough","2019-04-10",""
"144288","Berserk: The Golden Age Arc III - The Advent","2013-02-01",""
"11362","The Count of Monte Cristo","2002-01-23",""
"976","Sweet Smell of Success","1957-07-04",""
"910","The Big Sleep","1946-08-23",""
"676701","Tad, the Lost Explorer and the Emerald Tablet","2022-08-24",""
"221731","Rurouni Kenshin Part II: Kyoto Inferno","2014-08-01",""
"25768","Steamboat Bill, Jr.","1928-05-09",""
"12093","Lilya 4-ever","2002-08-23",""
"12501","The Big Country","1958-09-30",""
"4235","The Sicilian Clan","1969-12-05",""
"1592","Primal Fear","1996-03-06",""
"707886","Feel the Beat","2020-06-19",""
"596054","Heroic Losers","2019-08-15",""
"4960","Synecdoche, New York","2008-10-24",""
"576","The Wild Bunch","1969-06-17",""
"13980","Sword of the Stranger","2007-09-29",""
"871","Planet of the Apes","1968-02-07",""
"812","Aladdin","1992-11-25",""
"158","Knockin' on Heaven's Door","1997-02-20",""
"678","Out of the Past","1947-11-25",""
"964980","Air","2023-04-03",""
"313297","Kubo and the Two Strings","2016-08-18",""
"15137","Evangelion: 1.0 You Are (Not) Alone","2007-09-01",""
"13696","Angels with Dirty Faces","1938-11-26",""
"568124","Encanto","2021-10-13",""
"338729","The Beauty Inside","2015-08-20",""
"4995","Boogie Nights","1997-10-07",""
"643","Battleship Potemkin","1925-12-24",""
"624932","Dave Chappelle: Sticks & Stones","2019-08-26",""
"534780","Andhadhun","2018-10-05",""
"17058","Scarlet Street","1945-12-25",""
"218","The Terminator","1984-10-26",""
"177945","Like Father, Like Son","2013-09-28",""
